Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2017-0125,1,2017-10-13,2017,Octubre,13,Viernes,Primavera,06:12:20,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 8,Villa Lugano,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29,26-40
2017-0126,2,2017-10-14,2017,Octubre,14,Sábado,Primavera,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,True,Comuna 8,Villa Lugano,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,39,26-40
2017-0126,2,2017-10-14,2017,Octubre,14,Sábado,Primavera,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,True,Comuna 8,Villa Lugano,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,26-40
2017-0127,1,2017-10-16,2017,Octubre,16,Lunes,Primavera,07:45:00,7,GALLO Y AV. CORDOBA,AVENIDA,GALLO,True,Comuna 2,Recoleta,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,24,19-25
2017-0128,1,2017-10-17,2017,Octubre,17,Martes,Primavera,12:30:00,12,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",False,Comuna 6,Caballito,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,61+
2017-0129,1,2017-10-26,2017,Octubre,26,Jueves,Primavera,19:15:15,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,True,Comuna 9,Parque Avellaneda,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57,41-60
2017-0130,1,2017-10-27,2017,Octubre,27,Viernes,Primavera,05:30:00,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,True,Comuna 15,Agronomia,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,23,19-25
2017-0132,1,2017-10-30,2017,Octubre,30,Lunes,Primavera,14:00:00,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,True,Comuna 8,Villa Riachuelo,-58.46552171,-34.6937413,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23,19-25
2017-0134,1,2017-11-06,2017,Noviembre,6,Lunes,Primavera,18:00:00,18,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",False,Comuna 8,Villa Soldati,-58.4423972,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,41-60
2017-0135,1,2017-11-07,2017,Noviembre,7,Martes,Primavera,12:14:10,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,True,Comuna 15,Paternal,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,19-25
2017-0136,1,2017-11-16,2017,Noviembre,16,Jueves,Primavera,08:43:00,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,True,Comuna 4,Nueva Pompeya,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,55,41-60
2017-0137,1,2017-11-17,2017,Noviembre,17,Viernes,Primavera,11:45:00,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,True,Comuna 11,Villa Devoto,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60,61+
2017-0138,1,2017-11-19,2017,Noviembre,19,Domingo,Primavera,10:30:00,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,True,Comuna 7,Flores,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,25,26-40
2017-0139,1,2017-11-19,2017,Noviembre,19,Domingo,Primavera,22:30:00,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.",True,Comuna 8,Villa Soldati,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,15,0-18
2017-0140,1,2017-11-19,2017,Noviembre,19,Domingo,Primavera,23:22:17,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Constitucion,-58.37893323,-34.62832265,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,19-25
2017-0141,1,2017-11-23,2017,Noviembre,23,Jueves,Primavera,19:45:00,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,True,Comuna 6,Caballito,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,22,19-25
2017-0143,1,2017-11-25,2017,Noviembre,25,Sábado,Primavera,21:45:00,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.",True,Comuna 11,Villa Gral. Mitre,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,50,41-60
2017-0144,1,2017-11-26,2017,Noviembre,26,Domingo,Primavera,06:45:00,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"ROCA, CNEL. AV.",True,Comuna 8,Villa Riachuelo,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,50,41-60
2017-0145,1,2017-11-26,2017,Noviembre,26,Domingo,Primavera,17:05:00,17,MAZA Y DON BOSCO,CALLE,MAZA,True,Comuna 5,Almagro,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,58,41-60
2017-0147,1,2017-11-28,2017,Noviembre,28,Martes,Primavera,11:15:00,11,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Mataderos,-58.5025179,-34.67450313,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,49,41-60
2017-0148,1,2017-11-29,2017,Noviembre,29,Miércoles,Primavera,10:45:00,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,True,Comuna 3,San Cristobal,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,82,61+
2017-0149,1,2017-11-30,2017,Noviembre,30,Jueves,Primavera,12:20:00,12,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,True,Comuna 1,Monserrat,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,13,0-18
2017-0150,1,2017-12-04,2017,Diciembre,4,Lunes,Verano,01:15:00,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,True,Comuna 9,Liniers,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,56,41-60
2017-0151,1,2017-12-04,2017,Diciembre,4,Lunes,Verano,02:15:00,2,VIEYTES Y LUJAN,CALLE,VIEYTES,True,Comuna 4,Barracas,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,23,19-25
2017-0152,1,2017-12-06,2017,Diciembre,6,Miércoles,Verano,17:30:00,17,CACHI Y TRAFUL,CALLE,CACHI,True,Comuna 4,Nueva Pompeya,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,19,19-25
2017-0153,2,2017-12-11,2017,Diciembre,11,Lunes,Verano,02:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,True,Comuna 5,Almagro,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,50,41-60
2017-0153,2,2017-12-11,2017,Diciembre,11,Lunes,Verano,02:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,True,Comuna 5,Almagro,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,26-40
2017-0154,1,2017-12-11,2017,Diciembre,11,Lunes,Verano,09:15:00,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,True,Comuna 1,Constitucion,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,76,61+
2017-0155,1,2017-12-12,2017,Diciembre,12,Martes,Verano,21:25:41,21,AV. RIVADAVIA 6350,AVENIDA,RIVADAVIA AV.,False,Comuna 7,Flores,-58.45593915,-34.62656868,SD-MOTO,SD,MOTO,CONDUCTOR,MASCULINO,77,61+
2017-0157,1,2017-12-17,2017,Diciembre,17,Domingo,Verano,09:02:00,9,AV. GRAL. PAZ Y HUMAITA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Liniers,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,53,41-60
2017-0158,1,2017-12-18,2017,Diciembre,18,Lunes,Verano,21:30:00,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,GRAL PAZ,GUALEGUAYCHU,True,Comuna 11,Villa Devoto,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,26-40
2017-0159,1,2017-12-20,2017,Diciembre,20,Miércoles,Verano,04:31:27,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,Comuna 1,Constitucion,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27,26-40
2017-0160,1,2017-12-22,2017,Diciembre,22,Viernes,Verano,13:15:00,13,AV. NAZCA 365,AVENIDA,NAZCA AV.,False,Comuna 7,Flores,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30,26-40
2017-0161,1,2017-12-26,2017,Diciembre,26,Martes,Verano,15:30:00,15,AV. EVA PERON 5249,AVENIDA,"PERON, EVA AV.",False,Comuna 9,Mataderos,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,30,26-40
2018-0001,1,2018-01-01,2018,Enero,1,Lunes,Verano,22:50:00,22,San Juan Av. Y Rincón,AVENIDA,SAN JUAN AV.,True,Comuna 3,San Cristobal,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,83,61+
2018-0002,1,2018-01-03,2018,Enero,3,Miércoles,Verano,16:40:00,16,Peru 937,CALLE,PERU,False,Comuna 1,San Telmo,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,26,26-40
2018-0003,1,2018-01-05,2018,Enero,5,Viernes,Verano,10:12:00,10,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",True,Comuna 15,Villa Crespo,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,58,41-60
2018-0004,1,2018-01-09,2018,Enero,9,Martes,Verano,09:40:00,9,Del Libertador Av. y Manzanares,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 13,Nuñez,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,39,26-40
2018-0005,1,2018-01-09,2018,Enero,9,Martes,Verano,22:30:00,22,Paseo Colon Av. 1019,AVENIDA,PASEO COLON AV.,False,Comuna 1,San Telmo,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,54,41-60
2018-0006,1,2018-01-10,2018,Enero,10,Miércoles,Verano,21:15:00,21,Valle y Barco Centenera Del,CALLE,VALLE,True,Comuna 6,Caballito,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,45,41-60
2018-0007,1,2018-01-11,2018,Enero,11,Jueves,Verano,02:30:00,2,AU Perito Moreno  KM 0.6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 9,Liniers,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,46,41-60
2018-0008,1,2018-01-12,2018,Enero,12,Viernes,Verano,17:50:00,17,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,"HUERGO, ING. AV.",True,Comuna 1,San Telmo,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,32,26-40
2018-0009,1,2018-01-14,2018,Enero,14,Domingo,Verano,02:00:00,2,"Pilcomayo y Brown, Alte. Av.",AVENIDA,PILCOMAYO,True,Comuna 4,Boca,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,19,19-25
2018-0010,1,2018-01-18,2018,Enero,18,Jueves,Verano,05:10:00,5,"Cervantes y Belaustegui, Luis, Dr.",CALLE,CERVANTES,True,Comuna 10,Velez Sarsfield,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,40,41-60
2018-0011,1,2018-01-19,2018,Enero,19,Viernes,Verano,10:30:00,10,Callao y Vte. Lopez,AVENIDA,CALLAO AV.,True,Comuna 2,Recoleta,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,61+
2018-0012,1,2018-01-26,2018,Enero,26,Viernes,Verano,13:30:00,13,"Oliden y Chilavert, Martiniano, Coronel",CALLE,OLIDEN,True,Comuna 8,Villa Lugano,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,19-25
2018-0013,1,2018-01-28,2018,Enero,28,Domingo,Verano,08:15:00,8,Congreso Av. y Galvan,AVENIDA,CONGRESO AV.,True,Comuna 12,Villa Urquiza,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,44,41-60
2018-0014,1,2018-01-31,2018,Enero,31,Miércoles,Verano,20:00:00,20,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,"MORENO, PERITO AV.",True,Comuna 7,Flores,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,60,61+
2018-0015,2,2018-02-06,2018,Febrero,6,Martes,Verano,01:00:00,1,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,False,Comuna 4,Barracas,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,26-40
2018-0015,2,2018-02-06,2018,Febrero,6,Martes,Verano,01:00:00,1,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,False,Comuna 4,Barracas,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,19,19-25
2018-0016,1,2018-02-15,2018,Febrero,15,Jueves,Verano,10:15:00,10,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,DEL LIBERTADOR AV.,True,Comuna 1,Retiro,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,26-40
2018-0017,1,2018-02-17,2018,Febrero,17,Sábado,Verano,04:15:00,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,SAN PEDRITO AV.,True,Comuna 7,Flores,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35,26-40
2018-0018,1,2018-02-17,2018,Febrero,17,Sábado,Verano,07:15:00,7,"Isabel La Catolica y Salvadores, Cnel.",CALLE,ISABEL LA CATOLICA,True,Comuna 4,Barracas,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,26-40
2018-0019,1,2018-02-17,2018,Febrero,17,Sábado,Verano,12:30:00,12,Las Heras General Av. y Callao Av.,AVENIDA,LAS HERAS GENERAL AV.,True,Comuna 2,Recoleta,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,80,61+
2018-0020,1,2018-02-19,2018,Febrero,19,Lunes,Verano,22:00:00,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,False,Comuna 8,Villa Soldati,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,26-40
2018-0021,1,2018-02-22,2018,Febrero,22,Jueves,Verano,10:45:00,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,"ALCORTA, AMANCIO AV.",True,Comuna 4,Parque Patricios,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62,61+
2018-0022,1,2018-02-24,2018,Febrero,24,Sábado,Verano,00:00:00,0,"Montes De Oca, Manuel y Olavarria",AVENIDA,"MONTES DE OCA, MANUEL AV.",True,Comuna 4,Barracas,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,26-40
2018-0023,1,2018-02-24,2018,Febrero,24,Sábado,Verano,06:00:00,6,Barco Centenera Del y Rosario,CALLE,BARCO CENTENERA DEL,True,Comuna 6,Caballito,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28,26-40
2018-0024,1,2018-02-28,2018,Febrero,28,Miércoles,Verano,23:00:00,23,Alvarez Thomas Av. y Donado,AVENIDA,ALVAREZ THOMAS AV.,True,Comuna 15,Villa Ortuzar,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70,61+
2018-0025,1,2018-03-04,2018,Marzo,4,Domingo,Otoño,22:30:00,22,Av. Avellaneda y Av. Boyacá,AVENIDA,AVELLANEDA AV.,True,Comuna 7,Flores,-58.4596221,-34.6224514,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,70,61+
2018-0026,2,2018-03-09,2018,Marzo,9,Viernes,Otoño,04:45:00,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",True,Comuna 4,Nueva Pompeya,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24,19-25
2018-0026,2,2018-03-09,2018,Marzo,9,Viernes,Otoño,04:45:00,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",True,Comuna 4,Nueva Pompeya,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,26-40
2018-0027,1,2018-03-11,2018,Marzo,11,Domingo,Otoño,23:00:00,23,Castro y Rondeau,CALLE,CASTRO,True,Comuna 5,Boedo,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,74,61+
2018-0028,1,2018-03-13,2018,Marzo,13,Martes,Otoño,15:45:00,15,"Bilbao, Francisco Av. y Azul",AVENIDA,"BILBAO, FRANCISCO AV.",True,Comuna 9,Parque Avellaneda,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,71,61+
2018-0029,1,2018-03-15,2018,Marzo,15,Jueves,Otoño,18:00:00,18,Nazca Av. y Gaona Av.,AVENIDA,NAZCA AV.,True,Comuna 7,Flores,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26,26-40
2018-0030,1,2018-03-20,2018,Marzo,20,Martes,Otoño,01:30:00,1,Plaza y Alvarez Thomas Av.,AVENIDA,PLAZA,True,Comuna 15,Villa Ortuzar,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,24,19-25
2018-0031,1,2018-03-28,2018,Marzo,28,Miércoles,Otoño,10:15:00,10,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,GAONA AV.,True,Comuna 11,Villa Gral. Mitre,-58.46909362,-34.6177971,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,26-40
2018-0032,1,2018-04-02,2018,Abril,2,Lunes,Otoño,13:00:00,13,Cabildo Av. y Aguilar,AVENIDA,CABILDO AV.,True,Comuna 13,Colegiales,-58.44704343,-34.5688864,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,70,61+
2018-0033,1,2018-04-07,2018,Abril,7,Sábado,Otoño,07:30:00,7,Camarones y Lope De Vega Av.,AVENIDA,CAMARONES,True,Comuna 10,Velez Sarsfield,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,42,41-60
2018-0034,1,2018-04-11,2018,Abril,11,Miércoles,Otoño,18:15:00,18,Santa Fe Av. 2320,AVENIDA,SANTA FE AV.,False,Comuna 2,Recoleta,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24,19-25
2018-0035,1,2018-04-12,2018,Abril,12,Jueves,Otoño,16:45:00,16,Av. Rivadavia 6950,AVENIDA,RIVADAVIA AV.,False,Comuna 7,Flores,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39,26-40
2018-0036,1,2018-04-13,2018,Abril,13,Viernes,Otoño,23:15:00,23,Av. San Martín y Argerich,AVENIDA,SAN MARTIN AV.,True,Comuna 15,Agronomia,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,26-40
2018-0037,1,2018-04-18,2018,Abril,18,Miércoles,Otoño,18:45:00,18,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,CORDOBA AV.,True,Comuna 3,Balvanera,-58.3987261,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,84,61+
2018-0038,2,2018-04-20,2018,Abril,20,Viernes,Otoño,17:10:00,17,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,False,Comuna 1,San Nicolas,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,59,41-60
2018-0038,2,2018-04-20,2018,Abril,20,Viernes,Otoño,17:10:00,17,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,False,Comuna 1,San Nicolas,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,61,61+
2018-0039,1,2018-04-21,2018,Abril,21,Sábado,Otoño,22:15:00,22,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,"LUGONES, LEOPOLDO AV.",False,Comuna 13,Belgrano,-58.43846707,-34.5484607,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,37,26-40
2018-0040,1,2018-04-27,2018,Abril,27,Viernes,Otoño,11:00:00,11,Ramon Freire y Virrey Olaguer y Feliu,CALLE,"FREIRE, RAMON, CAP. GRAL.",True,Comuna 13,Colegiales,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,43,41-60
2018-0041,1,2018-04-27,2018,Abril,27,Viernes,Otoño,13:30:00,13,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,LA PLATA AV.,True,Comuna 4,Nueva Pompeya,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,78,61+
2018-0042,1,2018-04-27,2018,Abril,27,Viernes,Otoño,18:43:00,18,BRANDSEN y PERDRIEL,CALLE,BRANDSEN,True,Comuna 4,Barracas,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,23,19-25
2018-0043,1,2018-04-28,2018,Abril,28,Sábado,Otoño,06:30:00,6,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,"VILARDEBO, TEODORO",True,Comuna 11,Villa Santa Rita,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,25,26-40
2018-0044,1,2018-04-28,2018,Abril,28,Sábado,Otoño,09:00:00,9,Alberti e Independencia Av.,AVENIDA,ALBERTI,True,Comuna 3,San Cristobal,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,50,41-60
2018-0045,1,2018-04-30,2018,Abril,30,Lunes,Otoño,07:00:00,7,Alvarez Thomas Av. 879,AVENIDA,ALVAREZ THOMAS AV.,False,Comuna 13,Colegiales,-58.45448963,-34.5791692,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,60,61+
2018-0046,1,2018-05-02,2018,Mayo,2,Miércoles,Otoño,03:15:00,3,Av. Gral. Paz y Av. Rivadavia,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Liniers,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,11,0-18
2018-0047,1,2018-05-08,2018,Mayo,8,Martes,Otoño,19:00:00,19,Av. Corrientes y Av. Dorrego,AVENIDA,CORRIENTES AV.,True,Comuna 15,Chacarita,-58.44759966,-34.5917024,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,82,61+
2018-0048,1,2018-05-09,2018,Mayo,9,Miércoles,Otoño,10:30:00,10,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,True,Comuna 7,Flores,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,57,41-60
2018-0049,1,2018-05-11,2018,Mayo,11,Viernes,Otoño,19:15:00,19,Quesada 2300,CALLE,QUESADA,False,Comuna 13,Nuñez,-58.4621322,-34.55395823,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,40,41-60
2018-0050,1,2018-05-14,2018,Mayo,14,Lunes,Otoño,18:45:00,18,Cabildo Av. y Juramento Av.,AVENIDA,CABILDO AV.,True,Comuna 13,Belgrano,-58.45669422,-34.5620361,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,41-60
2018-0051,1,2018-05-15,2018,Mayo,15,Martes,Otoño,21:15:00,21,"California y Carbonari, Francisco, Cmte.",CALLE,CALIFORNIA,True,Comuna 4,Boca,-58.3597716,-34.64341878,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,57,41-60
