Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2016-0106,1,2016-08-19,2016,Agosto,19,Viernes,Invierno,21:02:00,21,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",True,Comuna 1,Retiro,-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,38,26-40
2016-0107,1,2016-08-20,2016,Agosto,20,Sábado,Invierno,08:22:00,8,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Barracas,-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,19-25
2016-0109,1,2016-08-24,2016,Agosto,24,Miércoles,Invierno,05:45:00,5,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,True,Comuna 9,Liniers,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,FEMENINO,53,41-60
2016-0110,1,2016-08-24,2016,Agosto,24,Miércoles,Invierno,20:21:00,20,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,-58.51232237,-34.6590353,PEATON-SD,PEATON,SD,PEATON,MASCULINO,57,41-60
2016-0111,1,2016-08-25,2016,Agosto,25,Jueves,Invierno,09:30:00,9,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,True,Comuna 12,Villa Urquiza,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,26-40
2016-0112,1,2016-08-27,2016,Agosto,27,Sábado,Invierno,04:40:00,4,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,True,Comuna 1,Constitucion,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,24,19-25
2016-0113,1,2016-08-27,2016,Agosto,27,Sábado,Invierno,16:45:00,16,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,61+
2016-0114,1,2016-08-31,2016,Agosto,31,Miércoles,Invierno,11:20:00,11,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",False,Comuna 14,Palermo,-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,55,41-60
2016-0115,1,2016-09-02,2016,Septiembre,2,Viernes,Primavera,11:50:00,11,ARIAS Y TRONADOR,CALLE,ARIAS,True,Comuna 12,Saavedra,-58.48935041,-34.54917673,SD-CARGAS,SD,CARGAS,CONDUCTOR,MASCULINO,4,0-18
2016-0116,1,2016-09-02,2016,Septiembre,2,Viernes,Primavera,20:20:00,20,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,26-40
2016-0117,1,2016-09-03,2016,Septiembre,3,Sábado,Primavera,15:30:00,15,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 2,Recoleta,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,43,41-60
2016-0118,1,2016-09-04,2016,Septiembre,4,Domingo,Primavera,03:30:00,3,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Constitucion,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,27,26-40
2016-0119,1,2016-09-04,2016,Septiembre,4,Domingo,Primavera,06:40:00,6,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",True,Comuna 12,Villa Urquiza,-58.49659234,-34.56353635,SD-SD,SD,SD,PASAJERO_ACOMPAÑANTE,FEMENINO,23,19-25
2016-0122,1,2016-09-13,2016,Septiembre,13,Martes,Primavera,07:10:00,7,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",False,Comuna 9,Parque Avellaneda,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,49,41-60
2016-0123,1,2016-09-14,2016,Septiembre,14,Miércoles,Primavera,09:00:00,9,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,True,Comuna 7,Flores,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,58,41-60
2016-0124,1,2016-09-16,2016,Septiembre,16,Viernes,Primavera,15:24:00,15,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,True,Comuna 7,Flores,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,67,61+
2016-0125,1,2016-09-17,2016,Septiembre,17,Sábado,Primavera,12:14:00,12,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,True,Comuna 10,Villa Luro,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,26-40
2016-0126,2,2016-09-18,2016,Septiembre,18,Domingo,Primavera,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,True,Comuna 10,Villa Real,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,37,26-40
2016-0126,2,2016-09-18,2016,Septiembre,18,Domingo,Primavera,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,True,Comuna 10,Villa Real,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,60,61+
2016-0127,1,2016-09-24,2016,Septiembre,24,Sábado,Primavera,10:25:00,10,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",True,Comuna 8,Villa Soldati,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,41-60
2016-0128,1,2016-10-02,2016,Octubre,2,Domingo,Primavera,11:30:00,11,CASTRO Y AV PAVON,AVENIDA,CASTRO,True,Comuna 5,Boedo,-58.41914024,-34.6305389,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81,61+
2016-0130,1,2016-10-04,2016,Octubre,4,Martes,Primavera,12:30:00,12,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Constitucion,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,26-40
2016-0131,1,2016-10-09,2016,Octubre,9,Domingo,Primavera,19:13:00,19,MIRAVE 3500,CALLE,MIRAVE,False,Comuna 4,Barracas,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35,26-40
2016-0132,1,2016-10-10,2016,Octubre,10,Lunes,Primavera,02:30:00,2,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,True,Comuna 3,San Cristobal,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,26-40
2016-0133,1,2016-10-14,2016,Octubre,14,Viernes,Primavera,00:05:00,0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,True,Comuna 14,Palermo,-58.40204698,-34.5834269,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41,41-60
2016-0134,1,2016-10-23,2016,Octubre,23,Domingo,Primavera,05:00:00,5,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,True,Comuna 8,Villa Lugano,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,25,26-40
2016-0135,1,2016-10-24,2016,Octubre,24,Lunes,Primavera,05:00:00,5,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,Comuna 14,Palermo,-58.42260225,-34.56403694,PEATON-SD,PEATON,SD,PEATON,MASCULINO,29,26-40
2016-0136,1,2016-10-25,2016,Octubre,25,Martes,Primavera,00:00:00,0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,False,Comuna 4,Boca,-58.353722,-34.635364,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,54,41-60
2016-0137,1,2016-10-25,2016,Octubre,25,Martes,Primavera,00:39:00,0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,True,Comuna 11,Villa Devoto,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,26-40
2016-0138,1,2016-10-27,2016,Octubre,27,Jueves,Primavera,20:30:00,20,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,True,Comuna 13,Belgrano,-58.4590967,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,33,26-40
2016-0139,1,2016-10-28,2016,Octubre,28,Viernes,Primavera,23:00:00,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,Comuna 14,Palermo,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,35,26-40
2016-0140,1,2016-10-31,2016,Octubre,31,Lunes,Primavera,02:58:00,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,True,Comuna 13,Belgrano,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,20,19-25
2016-0142,1,2016-11-05,2016,Noviembre,5,Sábado,Primavera,23:30:00,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 1,Retiro,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,46,41-60
2016-0143,1,2016-11-06,2016,Noviembre,6,Domingo,Primavera,04:41:00,4,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,35,26-40
2016-0144,1,2016-11-07,2016,Noviembre,7,Lunes,Primavera,12:10:00,12,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",False,Comuna 4,Boca,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,83,61+
2016-0145,1,2016-11-07,2016,Noviembre,7,Lunes,Primavera,20:56:00,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 13,Belgrano,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,39,26-40
2016-0146,1,2016-11-09,2016,Noviembre,9,Miércoles,Primavera,20:00:00,20,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,True,Comuna 4,Parque Patricios,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,29,26-40
2016-0147,1,2016-11-16,2016,Noviembre,16,Miércoles,Primavera,21:15:00,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,Comuna 1,Constitucion,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,55,41-60
2016-0148,1,2016-11-16,2016,Noviembre,16,Miércoles,Primavera,22:20:00,22,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,False,Comuna 15,Paternal,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,3,0-18
2016-0150,1,2016-11-18,2016,Noviembre,18,Viernes,Primavera,18:20:00,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",True,Comuna 4,Nueva Pompeya,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,41,41-60
2016-0152,1,2016-11-23,2016,Noviembre,23,Miércoles,Primavera,21:10:00,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",True,Comuna 7,Flores,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,42,41-60
2016-0153,1,2016-11-25,2016,Noviembre,25,Viernes,Primavera,15:42:00,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,True,Comuna 14,Palermo,-58.4291709,-34.59485488,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,83,61+
2016-0154,1,2016-11-26,2016,Noviembre,26,Sábado,Primavera,14:14:00,14,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 8,Villa Lugano,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,38,26-40
2016-0155,1,2016-11-26,2016,Noviembre,26,Sábado,Primavera,16:50:00,16,MADERO 900,CALLE,MADERO,False,Comuna 10,Versalles,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,29,26-40
2016-0156,1,2016-11-26,2016,Noviembre,26,Sábado,Primavera,19:40:00,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,True,Comuna 3,San Cristobal,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23,19-25
2016-0157,1,2016-12-03,2016,Diciembre,3,Sábado,Verano,06:40:00,6,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",False,Comuna 11,Villa Santa Rita,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,23,19-25
2016-0159,1,2016-12-04,2016,Diciembre,4,Domingo,Verano,07:21:00,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,-58.44451316,-34.68475866,AUTO-SD,AUTO,SD,CONDUCTOR,MASCULINO,23,19-25
2016-0160,1,2016-12-06,2016,Diciembre,6,Martes,Verano,05:30:00,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 9,Liniers,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,CONDUCTOR,MASCULINO,29,26-40
2016-0161,1,2016-12-06,2016,Diciembre,6,Martes,Verano,07:22:00,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,True,Comuna 14,Palermo,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,41-60
2016-0162,1,2016-12-07,2016,Diciembre,7,Miércoles,Verano,05:00:00,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",True,Comuna 15,Chacarita,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38,26-40
2016-0163,1,2016-12-10,2016,Diciembre,10,Sábado,Verano,07:30:00,7,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2016-0164,1,2016-12-11,2016,Diciembre,11,Domingo,Verano,06:16:00,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,True,Comuna 4,Nueva Pompeya,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,29,26-40
2016-0165,1,2016-12-12,2016,Diciembre,12,Lunes,Verano,08:25:00,8,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",False,Comuna 4,Boca,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,37,26-40
2016-0168,1,2016-12-13,2016,Diciembre,13,Martes,Verano,10:40:00,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,True,Comuna 4,Nueva Pompeya,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,41-60
2016-0169,1,2016-12-15,2016,Diciembre,15,Jueves,Verano,15:30:00,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,True,Comuna 12,Saavedra,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,19-25
2016-0170,1,2016-12-19,2016,Diciembre,19,Lunes,Verano,17:10:00,17,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 12,Saavedra,-58.50598256,-34.5637998,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,19-25
2016-0171,1,2016-12-25,2016,Diciembre,25,Domingo,Verano,19:00:00,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",True,Comuna 1,San Telmo,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,39,26-40
2016-0172,1,2016-12-26,2016,Diciembre,26,Lunes,Verano,08:00:00,8,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",True,Comuna 5,Boedo,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,38,26-40
2016-0173,1,2016-12-26,2016,Diciembre,26,Lunes,Verano,19:52:00,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Flores,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,26-40
2016-0174,1,2016-12-27,2016,Diciembre,27,Martes,Verano,00:00:00,0,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 0,Límite o Afueras,0.0,0.0,SD-SD,SD,SD,CONDUCTOR,MASCULINO,3,0-18
2016-0175,1,2016-12-27,2016,Diciembre,27,Martes,Verano,08:15:00,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",True,Comuna 7,Flores,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,65,61+
2016-0176,1,2016-12-28,2016,Diciembre,28,Miércoles,Verano,01:41:00,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,True,Comuna 1,Monserrat,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,26-40
2016-0177,1,2016-12-29,2016,Diciembre,29,Jueves,Verano,04:00:00,4,ARENALES 3319,CALLE,ARENALES,False,Comuna 14,Palermo,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,27,26-40
2016-0178,1,2016-12-30,2016,Diciembre,30,Viernes,Verano,16:18:00,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,True,Comuna 3,Balvanera,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,7,0-18
2017-0001,1,2017-01-02,2017,Enero,2,Lunes,Verano,01:00:00,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 11,Villa Gral. Mitre,-58.4659423,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,18,19-25
2017-0003,1,2017-01-05,2017,Enero,5,Jueves,Verano,03:10:00,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,True,Comuna 4,Barracas,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,33,26-40
2017-0007,1,2017-01-11,2017,Enero,11,Miércoles,Verano,17:00:00,17,LIMA Y MEXICO,CALLE,LIMA,True,Comuna 1,Monserrat,-58.3816166,-34.61529543,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,48,41-60
2017-0008,1,2017-01-16,2017,Enero,16,Lunes,Verano,00:40:00,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",True,Comuna 14,Palermo,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,26-40
2017-0009,1,2017-01-16,2017,Enero,16,Lunes,Verano,13:56:00,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 5,Boedo,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,36,26-40
2017-0010,1,2017-01-16,2017,Enero,16,Lunes,Verano,16:30:00,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Parque Chacabuco,-58.4356488,-34.62828656,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2017-0011,1,2017-01-22,2017,Enero,22,Domingo,Verano,02:30:00,2,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,29,26-40
2017-0012,1,2017-01-24,2017,Enero,24,Martes,Verano,14:00:00,14,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,True,Comuna 4,Nueva Pompeya,-58.40969005,-34.6505529,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,30,26-40
2017-0013,1,2017-01-27,2017,Enero,27,Viernes,Verano,07:00:00,7,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",False,Comuna 4,Barracas,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,4,0-18
2017-0014,1,2017-01-28,2017,Enero,28,Sábado,Verano,08:27:34,8,AV. DONADO Y ARIAS,AVENIDA,DONADO,True,Comuna 12,Saavedra,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,22,19-25
2017-0015,1,2017-02-02,2017,Febrero,2,Jueves,Verano,15:18:03,15,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,True,Comuna 3,Balvanera,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,82,61+
2017-0016,1,2017-02-03,2017,Febrero,3,Viernes,Verano,05:12:21,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 1,Constitucion,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,26-40
2017-0017,1,2017-02-06,2017,Febrero,6,Lunes,Verano,08:00:00,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 14,Palermo,-58.429012,-34.58095431,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,26-40
2017-0018,1,2017-02-09,2017,Febrero,9,Jueves,Verano,07:00:00,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,26-40
2017-0021,1,2017-02-18,2017,Febrero,18,Sábado,Verano,05:30:00,5,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,True,Comuna 1,San Nicolas,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,43,41-60
2017-0024,1,2017-02-23,2017,Febrero,23,Jueves,Verano,20:50:00,20,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,False,Comuna 7,Flores,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39,26-40
2017-0025,1,2017-02-24,2017,Febrero,24,Viernes,Verano,17:05:00,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 7,Flores,-58.43614426,-34.6542464,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,23,19-25
2017-0026,2,2017-02-26,2017,Febrero,26,Domingo,Verano,05:15:00,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",True,Comuna 4,Nueva Pompeya,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,19-25
2017-0026,2,2017-02-26,2017,Febrero,26,Domingo,Verano,05:15:00,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",True,Comuna 4,Nueva Pompeya,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,19,19-25
2017-0027,1,2017-02-26,2017,Febrero,26,Domingo,Verano,21:57:00,21,AV. CASEROS 1429,AVENIDA,CASEROS AV.,False,Comuna 1,Constitucion,-58.38332245,-34.6319325,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,61,61+
2017-0028,1,2017-02-28,2017,Febrero,28,Martes,Verano,09:20:00,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,True,Comuna 6,Caballito,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,87,61+
2017-0029,1,2017-03-07,2017,Marzo,7,Martes,Otoño,02:15:00,2,MOZART Y TANDIL,CALLE,MOZART,True,Comuna 9,Parque Avellaneda,-58.48501341,-34.64742455,SD-AUTO,SD,AUTO,CONDUCTOR,MASCULINO,34,26-40
