Hechos_Id,Número De Victimas,Fecha,Hora,Lugar Del Hecho,Cruce_Id,Tipo_Calle_Id,Comuna_Id,Participantes_Id,Víctima_Id,Acusado_Id,Rol_Id,Sexo_Id,Rango_Etario_Id,Edad
2021-0028,1,2021-03-29,17:20:00,"COREA AV. y TORRES Y TENORIO, PRES",1,1,7,9,3,2,3,1,1,9
2021-0029,1,2021-03-31,18:05:00,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",1,1,7,10,2,1,1,1,3,26
2021-0030,1,2021-04-03,18:30:00,FINOCHIETTO ENRIQUE DR. 1623,2,3,4,9,3,2,3,1,3,36
2021-0031,1,2021-04-07,10:29:00,9 DE JULIO AV. E INDEPENDENCIA AV.,1,1,1,12,3,5,3,2,5,68
2021-0032,1,2021-04-10,19:55:00,"AU CANTILO Y GUIRALDES, INT.",1,4,13,8,3,6,3,1,5,60
2021-0033,1,2021-04-14,17:50:00,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,2,4,5,11,2,4,1,1,3,33
2021-0034,1,2021-04-19,14:40:00,"ALCORTA, AMANCIO AV. y ZAVALETA",1,1,4,6,1,5,2,2,3,26
2021-0035,1,2021-05-03,09:20:00,"JANER, ANA MARIA Y LAFUENTE AV.",1,1,8,6,1,5,1,1,2,24
2021-0036,1,2021-05-09,06:00:00,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",1,2,0,5,1,4,1,1,3,36
2021-0037,1,2021-05-11,07:10:00,"MONROE Y BALBIN, RICARDO, DR. AV.",1,1,13,9,3,2,3,2,4,58
2021-0038,1,2021-05-14,11:40:00,"JUSTO, JUAN B. AV. Y SANTA FE AV.",1,1,14,6,1,5,1,2,4,44
2021-0039,1,2021-05-15,12:09:00,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",1,1,9,30,6,1,4,1,5,86
2021-0040,1,2021-05-20,05:50:00,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",1,2,0,1,1,1,1,1,3,27
2021-0041,1,2021-05-20,08:30:00,DEL LIBERTADOR AV. Y CASARES AV.,1,1,14,9,3,2,3,1,5,75
2021-0042,1,2021-05-21,05:00:00,RIVADAVIA AV. 10900,2,1,9,9,3,2,3,1,3,39
2021-0043,1,2021-05-22,18:26:00,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",1,1,9,7,3,1,3,1,4,50
2021-0044,1,2021-05-25,02:00:00,"PERON, EVA AV. Y ACOSTA, MARIANO",1,1,9,5,1,4,2,1,2,21
2021-0045,1,2021-05-26,17:24:00,AU FRONDIZI Y SUAREZ AV.,2,4,4,14,1,7,1,1,2,22
2021-0046,1,2021-05-31,02:00:00,EL CANO AV. Y GUZMAN AV.,1,1,15,11,2,4,2,1,2,20
2021-0047,1,2021-06-02,16:00:00,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",1,1,4,1,1,1,1,1,4,59
2021-0048,1,2021-06-03,09:58:00,CAPDEVILLA Y CONGRESO AV.,1,1,12,30,6,1,4,1,4,44
2021-0049,1,2021-06-03,20:30:00,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",2,1,8,10,2,1,1,1,5,74
2021-0050,1,2021-06-10,13:30:00,DEL LIBERTADOR AV. 5958,2,1,13,4,1,2,1,1,4,56
2021-0051,1,2021-06-15,19:20:00,27 DE FEBRERO AV. Y EREZCANO AV.,1,1,4,12,3,5,3,1,5,73
2021-0052,1,2021-06-20,05:40:00,"PAZ, GRAL. AV. 14723",2,2,0,5,1,4,2,2,2,19
2021-0053,1,2021-06-20,12:00:00,CORRIENTES AV. 5783,2,1,15,27,3,9,3,1,4,58
2021-0054,1,2021-06-22,14:44:00,TABARE Y EREZCANO,1,3,4,6,1,5,1,1,4,41
2021-0055,1,2021-06-29,12:20:00,CORRIENTES AV. Y PUEYRREDOR AV.,1,1,3,6,1,5,2,1,4,47
2021-0056,1,2021-07-09,23:25:00,"CORRALES Y MORENO, PERITO AV.",1,1,4,30,6,1,4,1,5,60
2021-0057,1,2021-07-10,23:30:00,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",2,4,2,11,2,4,1,1,4,46
2021-0058,1,2021-07-21,00:40:00,AV. GRAL. PAZ Y VEDIA,1,2,12,7,3,1,3,1,2,24
2021-0059,1,2021-07-22,01:20:00,"GARAY, JUAN DE AV. 2269",2,1,3,11,2,4,2,2,4,44
2021-0060,1,2021-07-22,12:30:00,"SALGUERO, JERONIMO Y RIVADAVIA AV.",1,1,5,9,3,2,3,2,5,80
2021-0061,1,2021-07-24,09:15:00,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",1,1,4,12,3,5,3,2,4,55
2021-0062,1,2021-07-27,07:16:00,LA PLATA AV. 2723,2,1,4,16,2,5,1,1,5,73
2021-0063,1,2021-08-02,04:40:00,"ALBERDI, JUAN BAUTISTA AV. 2906",2,1,7,10,2,1,2,2,3,31
2021-0064,1,2021-08-02,20:00:00,"PAZ, GRAL. AV. Y TONELERO",1,2,0,12,3,5,3,1,3,37
2021-0065,1,2021-08-06,08:30:00,Av. SAN JUAN Y AV. LA PLATA,1,1,5,9,3,2,3,2,5,63
2021-0066,1,2021-08-06,20:00:00,Av. LOPE DE VEGA Y AV. GRAL. PAZ,1,1,10,9,3,2,3,1,4,59
2021-0067,1,2021-08-08,09:29:00,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",2,4,1,5,1,4,1,1,3,27
2021-0068,1,2021-08-15,06:10:00,"BEIRO, FRANCISCO AV. 5071",2,1,11,5,1,4,1,1,3,39
2021-0069,1,2021-08-20,17:15:00,AV. SANTA FE 3428,2,1,14,7,3,1,3,1,1,17
2021-0070,1,2021-08-28,08:30:00,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",1,1,8,6,1,5,1,1,3,31
2021-0071,1,2021-08-31,16:00:00,SAN LUIS 2730,2,3,3,8,3,6,3,1,5,88
2021-0072,1,2021-09-01,19:10:00,CALLAO AV. Y PARAGUAY,1,1,2,7,3,1,3,2,4,57
2021-0073,1,2021-09-18,12:20:00,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",1,1,2,30,6,1,4,2,5,76
2021-0074,1,2021-09-20,15:00:00,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",1,2,0,14,1,7,1,1,4,55
2021-0075,1,2021-09-21,14:30:00,SALTA Y BRASIL,1,3,1,12,3,5,3,1,5,65
2021-0076,1,2021-10-16,06:15:00,"MORENO, PERITO AV. 2152",2,1,7,5,1,4,1,1,3,31
2021-0077,1,2021-10-18,07:20:00,DIRECTORIO AV. 1169,2,1,6,6,1,5,1,2,3,31
2021-0078,1,2021-10-23,06:35:00,INDEPENDENCIA AV. Y LA PLATA AV.,1,1,6,4,1,2,1,1,2,22
2021-0079,1,2021-10-25,03:30:00,TUCUMAN 3112,2,3,3,7,3,1,3,1,4,48
2021-0080,1,2021-10-28,16:16:00,ARENALES Y 9 DE JULIO AV.,1,1,1,1,1,1,1,1,3,32
2021-0081,1,2021-11-02,13:35:00,AU FRONDIZI SUBIDA BRANDSEN,2,4,4,6,1,5,1,1,3,26
2021-0082,1,2021-11-06,04:39:00,AU 25 DE MAYO KM7 (ALTURA PASCO),2,4,3,1,1,1,1,1,3,38
2021-0083,1,2021-11-09,00:35:00,CABILDO AV. Y OLAZABAL,1,1,13,1,1,1,1,1,3,30
2021-0084,1,2021-11-11,03:00:00,TAPALQUE Y BRUIX AV.,1,1,9,11,2,4,1,1,3,32
2021-0085,1,2021-11-20,18:30:00,"PAZ, GRAL. AV. Y EZEIZA",1,2,12,5,1,4,1,1,4,49
2021-0086,1,2021-11-25,10:10:00,RIVADAVIA AV. Y PUAN,1,1,6,9,3,2,3,1,5,75
2021-0087,1,2021-11-27,11:22:00,ESMERALDA 1359,2,3,1,27,3,9,3,2,5,73
2021-0088,1,2021-12-01,15:40:00,AV. MOROE Y 3 DE FEBRERO,1,3,13,1,1,1,1,1,4,45
2021-0089,1,2021-12-02,01:10:00,AV. GAONA 3655,2,1,11,1,1,1,1,1,4,41
2021-0090,1,2021-12-10,11:45:00,AV. 9 DE JULIO Y LAVALLE,1,1,1,9,3,2,3,1,5,73
2021-0091,1,2021-12-11,23:00:00,BAIGORRIA Y VICTOR HUGO,1,3,10,1,1,1,1,1,2,24
2021-0092,1,2021-12-12,06:20:00,AV. RIVADAVIA Y AV. PUEYRREDON,1,1,3,7,3,1,3,2,4,50
2021-0093,1,2021-12-13,17:10:00,AV. RIESTRA Y MOM,1,1,7,1,1,1,2,2,2,18
2021-0094,1,2021-12-20,01:10:00,AU DELLEPIANE Y LACARRA,1,4,9,1,1,1,2,2,4,43
2021-0095,1,2021-12-30,00:43:00,AV. GAONA Y TERRADA,1,1,7,6,1,5,1,1,3,27
2021-0096,1,2021-12-15,10:30:00,AV. EVA PERON 4071,2,1,9,16,2,5,1,1,5,60
2021-0097,1,2021-11-18,06:10:00,PADRE CARLOS MUJICA 709,2,3,1,30,6,1,4,1,4,53
